teleplay_id,name,genre,type,episodes,rating,members
842,Ushio to Tora,"Action, Comedy, Horror",short,10,6.374474440429606,6086
32816,Teekyuu 6 Specials,"Comedy, Shounen, Sports",Special,2,6.434512888228625,677
22641,Kero Kero Keroppi no Bikkuri! Obakeyashiki,"Kids, Supernatural",short,1,6.8091149730029406,76
17983,Kero Kero Keroppi no Christmas Eve no Okurimono,"Fantasy, Kids",short,1,7.7877126157214,113
17479,Bad Badtz-Maru no Ore no Pochi wa Sekaiichi,Kids,long,1,6.765244154808632,109
927,Transformers Superlink,"Adventure, Mecha, Sci-Fi, Shounen",medium,51,7.0323081273948285,2691
21867,The Disappearance of Conan Edogawa: The Worst Two Days in History,"Adventure, Comedy, Mystery, Police, Shounen",Special,1,7.775046444509716,3735
16363,Vanquished Queens,"Action, Adventure, Ecchi, Fantasy",short,4,6.408688860878768,5462
29505,Suna Asobi,"Adventure, Kids, Music",Special,1,6.365061915115724,69
30985,Yamakoshi Mura no Mari to Sanbiki no Koinu,"Drama, Kids",short,1,7.010722297783579,56
126,Futakoi Alternative,"Comedy, Drama, Romance",medium,13,7.115030159753638,21516
4800,Huckleberry Finn Monogatari,Adventure,medium,26,6.635410932602264,665
2479,Dragon Knight,"Action, Demons, Fantasy, Restricted",short,1,5.91812480363959,1540
32423,Pretty x Cation The Animation,Restricted,short,2,6.493539186882706,2636
17473,Jungle Wars,"Adventure, Kids",short,1,7.057712377205081,70
16353,Love Lab,"Comedy, Romance, School",medium,13,6.9469393843019205,79493
24475,Mangaka-san to Assistant-san to The Animation Specials,"Comedy, Ecchi, Harem, Seinen, Slice of Life",Special,6,6.928093639889154,21564
93,Mobile Suit Gundam Seed,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",medium,50,7.615958401771436,96973
3669,Duel Masters Movie 1: Yami no Shiro no Maryuuou,"Adventure, Kids",long,1,6.299037542426861,748
3769,Play Ball 2nd,"Action, Shounen, Sports",medium,13,5.782015087657317,198
31537,Shingeki no Bahamut: Manaria Friends,"Action, Adventure, Demons, Fantasy, Magic, Supernatural",medium,Unknown,6.8752155978515646,9939
2625,The☆Doraemons: The Mysterious Thief Dorapan The Mysterious Cartel,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",long,1,6.771164520859047,621
32561,Hai to Gensou no Grimgar Special,Comedy,Special,1,7.003123178616909,18358
32667,Baka na Imouto wo Rikou ni Suru no wa Ore no xx dake na Ken ni Tsuite,Restricted,short,4,6.683985495074511,3965
30463,Kyoufu Shinbun (2014),"Demons, Fantasy, Horror, Supernatural",ONA,16,6.241366596689979,640
21561,Ryuugajou Nanana no Maizoukin (TV),"Comedy, Supernatural",medium,11,6.975381912885095,101326
907,Princess Princess,"Comedy, School, Shoujo",medium,12,6.747521761526981,38778
17068,Transfer,"Action, Music",Music,1,5.957764751555963,797
18071,Chalk-iro no People,"Romance, Seinen",short,1,6.74497553673571,92
29473,Toko-chan Chokkin,"Adventure, Historical, Kids, Slice of Life",medium,3,7.294681978823345,37
31761,Sayokyoku,"Comedy, Dementia",long,1,4.475945359711343,210
16696,2020 Nyeon Ujuui Wonder Kiddy,"Sci-Fi, Space",medium,13,5.410328482995379,179
9434,Fighting of Ecstasy,Restricted,short,2,6.231290576520042,1902
9796,Atashin&#039;chi 3D Movie: Jounetsu no Chou Chounouryoku Haha Dai Bousou,Comedy,long,1,5.453754212013788,196
31163,Dimension W,"Action, Sci-Fi, Seinen",medium,12,7.022722079103761,130028
5189,Chou Tokkyuu Hikarian,"Action, Adventure, Kids",medium,156,6.674952501181767,337
13673,Otome Nadeshiko Koi Techou,"Historical, Shoujo",short,1,6.44372293444994,3074
33064,Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,"Action, Drama, Military, Sci-Fi, Space",short,Unknown,6.964895983769116,2058
30803,"Planetarium Chibi Maruko-chan, Hoshi ni Negai wo","Comedy, Kids, School, Slice of Life",long,1,5.645971547317507,151
9718,Gitai Saimin,Restricted,short,2,5.8994300332947525,1594
8862,Ganbare Goemon: Jigen Jou no Akumu,Comedy,short,1,6.231650300768278,128
18137,Train Heroes,Kids,medium,26,6.094092506041706,164
6226,Utawarerumono Recaps,"Action, Drama, Fantasy",Special,2,6.608931979472836,2667
12321,Thermae Romae,"Comedy, Historical, Seinen",medium,3,7.203413969272537,13444
32472,Okoru yo!,"Kids, Music",Music,1,5.047085841004966,37
32291,Kakegae no,Drama,ONA,1,5.632265435205706,103
9998,Chuuhai Lemon: Love 30s - Ame ni Nurete mo,"Comedy, Drama, Police, Romance",short,1,7.125530255496495,116
21031,Precure All Stars Movie New Stage 3: Eien no Tomodachi,"Kids, Magic, Shoujo",long,1,6.700793877865335,1570
5136,Flag Director&#039;s Edition: Issenman no Kufura no Kiroku,Action,long,1,5.678846659694328,987
7258,Tabi,"Fantasy, Psychological",long,1,5.717773511036466,558
2792,Panzer Dragoon,"Adventure, Fantasy",short,1,5.99635615348766,1047
34449,THE REFLECTION,"Action, Super Power",medium,Unknown,5.938673168340703,242
8249,Votoms Finder,"Action, Drama, Mecha, Military, Sci-Fi",short,1,6.628152228954683,1735
12767,Yuusei Kamen,Sci-Fi,medium,39,7.088535239128795,103
5661,Umi no Momotarou,Samurai,long,1,5.347218006916945,525
19311,Turuturutu Narongi,"Adventure, Kids",medium,52,7.227930051560172,67
3497,Steady x Study,Romance,short,1,5.69588620924578,310
13435,Taka no Tsume NEO Announcement Movie,"Comedy, Parody, Super Power",Special,1,6.53778247645915,109
1657,Byston Well Monogatari: Garzey no Tsubasa,Fantasy,short,3,6.58779881541591,5822
818,Sakura Tsuushin,"Comedy, Drama, Romance, Slice of Life",short,12,7.0465650153160695,7342
21573,Senki Zesshou Symphogear GX: Believe in Justice and Hold a Determination to Fist.,"Action, Music, Sci-Fi",medium,13,6.859505233465022,17466
34312,Saimin Class,Restricted,short,Unknown,5.92432648622686,240
5085,Nakedyouth,"Romance, Shounen Ai, Slice of Life, Sports",ONA,1,6.510121869240149,4125
32634,Okusama ga Seitokaichou!: Okusama Gekijou,"Comedy, Shounen",Special,12,6.829727623525301,4250
2980,Kuusou Kagaku Sekai Gulliver Boy,"Action, Adventure, Fantasy, Magic, Mecha",medium,50,6.819992145762291,534
1641,Iron Virgin Jun,"Action, Comedy, Fantasy, Martial Arts, Super Power",short,1,6.026994642803778,890
84,Mobile Suit Gundam 0083: Stardust Memory,"Adventure, Drama, Mecha, Military, Sci-Fi, Space",short,13,7.482914621057024,20238
718,Yume de Aetara (TV),"Comedy, Drama, Romance, Seinen, Slice of Life",medium,16,6.930754726982883,3821
28575,"Hanshin Awaji Daishinsai ni Manabu: Boku wa, Ano Hi wo Wasurenai.","Drama, Historical, Kids",short,1,7.288171616088065,44
1988,Himawari!!,"Comedy, Romance",medium,13,6.776888045234966,7275
32832,Kaze no You ni,"Drama, Slice of Life",long,1,6.569629771395142,741
3819,Sasurai no Taiyou,"Drama, Music",medium,26,6.327953090218741,316
31827,Comet Lucifer: Garden Indigo no Shasou kara,"Adventure, Comedy, Fantasy",Special,12,6.597826175507424,2769
18133,Ikeike! Momon-chan,Comedy,medium,15,6.11006809059976,443
1912,Marginal Prince: Gekkeiju no Ouji-tachi,"Romance, School, Shounen Ai",medium,13,6.889378617668899,7962
20587,Ashinaga Ojisan,"Comedy, Drama, Shoujo",Special,1,6.058262552109352,232
1783,Imouto Jiru,Restricted,short,2,6.75182754806884,5952
3160,Houkago Mania Club: Koi no Hoshii no,"Restricted, Yuri",short,2,5.995044756744875,1710
11739,Kimi to Boku. 2,"Comedy, Drama, Romance, School, Shounen, Slice of Life",medium,13,7.352275561768155,44564
5267,Gamba no Bouken,"Adventure, Kids",medium,26,6.559118348785981,790
32851,Riding the Storm,Music,Music,1,5.086895445478362,67
17004,Sore Ike! Anpanman: Franken-Robo-kun&#039;s Surprised Christmas,"Comedy, Fantasy, Kids, Super Power",Special,1,7.162130187987328,81
19951,Hunter x Hunter Movie: The Last Mission,"Action, Adventure, Shounen, Super Power",long,1,7.37169889924909,37633
2833,Gulliver no Uchuu Ryokou,"Adventure, Sci-Fi",long,1,5.934933019190407,527
29103,Tanoshii Sansuu,"Kids, Music",Music,1,5.0478166009992425,75
338,Rose of Versailles,"Adventure, Drama, Historical, Romance, Shoujo",medium,40,7.760449312537512,32188
33393,Enkou Shoujo: Rikujoubu Yukki no Baai The Animation,Restricted,short,1,5.862038206033014,1402
1460,Uchuu no Kishi Tekkaman Blade II,"Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space",short,6,6.824741076489359,2346
32811,Black Ocean,Music,Music,1,5.08721734792458,83
669,Kujibiki Unbalance,"Comedy, Romance, School",short,3,6.962807054056145,8291
30079,Kirin no Otenki Mama-san,Fantasy,Special,12,7.132881919400161,109
20377,Dorei Usagi to Anthony The Animation,Restricted,short,1,6.643460589599258,3836
2028,Zettai Muteki Raijin-Oh (1992),"Mecha, Sci-Fi, Shounen",short,4,5.66811224193284,224
4833,Esper Bishoujo Manami,Restricted,short,1,5.420667102291582,608
23849,Pokemon XY: Sora no Hahen,"Adventure, Fantasy, Kids",long,1,6.810078301746337,2360
12065,Queen&#039;s Blade OVA Specials,"Action, Adventure, Ecchi, Fantasy",Special,2,6.666571928598048,5535
2508,Genshiken 2,"Comedy, Parody, Slice of Life",medium,12,6.893406070056854,55825
16802,Golden Batman,"Action, Kids",long,1,5.834993531594504,347
328,Piano,"Drama, Music, Romance, Shoujo, Slice of Life",medium,10,6.992507154491548,5674
2155,Kono Aozora ni Yakusoku wo: Youkoso Tsugumi Ryou e,"Harem, Romance, School",medium,13,6.867290753743692,12622
19157,Youkai Watch,"Comedy, Kids, Supernatural",medium,Unknown,6.494780980118451,8147
9588,Kyouiku Shidou The Animation,Restricted,short,1,6.401142524334354,2438
29649,Tsuiseki,Dementia,long,1,5.508164253642865,81
10324,Tono to Issho: Gantai no Yabou,"Comedy, Historical, Parody, Samurai, Seinen",medium,12,6.697127814062446,1993
30648,Stitch!: Zutto Saikou no Tomodachi Special,"Adventure, Comedy, Kids",Special,1,5.6793099974177625,189
20385,Eguchi Hisashi no Kotobuki Gorou Show,"Comedy, Ecchi, Parody",short,4,5.761115577564794,311
5332,Toshokan Sensou: Koi no Shougai,"Action, Comedy, Drama, Military, Romance",Special,1,7.249989095464411,6581
24679,Flanders no Inu Specials,"Drama, Slice of Life",Special,2,5.500933876600726,139
26153,Nat-chan no Akai Tebukuro,"Historical, Kids",long,1,7.3629989245048835,51
32622,Hello Kitty no Oyayubi-hime,"Adventure, Fantasy, Kids",long,1,8.004427707585556,41
33203,Fukumenkei Noise,"Music, Romance, Shoujo",medium,Unknown,6.258834456008149,2127
3519,Garakuta-doori no Stain,Comedy,medium,13,5.949205264017598,641
3000,Taiho Shichau zo: Full Throttle,"Action, Comedy, Police, Shounen",medium,23,7.166158018336388,5134
6727,Mechakko Dotakon,"Comedy, Sci-Fi",medium,28,6.824510538425679,125
17979,Kiki to Lala no Papa to Mama ni Aitai,Kids,short,1,6.771389467354518,86
2083,Natsuki Crisis,"Action, Martial Arts, School",short,2,6.079282079037969,1186
707,Comic Party Specials,"Comedy, Drama",Special,4,6.7422891316630995,2669
1156,I: Wish You Were Here,"Action, Drama, Mystery, Sci-Fi",medium,4,6.8126949318432635,6017
2304,Mobile Suit SD Gundam Mk IV,"Mecha, Parody, Sci-Fi",short,2,6.095367174781903,1756
369,Boogiepop wa Warawanai: Boogiepop Phantom,"Dementia, Drama, Horror, Mystery, Psychological, Supernatural",medium,12,6.763973975864749,47280
22607,Ahiru no Pekkle no Suieitaikai wa Oosawagi,"Fantasy, Kids",short,1,5.981009343598021,144
18591,Sore Ike! Anpanman: Inochi no Hoshi no Dolly,"Fantasy, Kids, Magic",long,1,7.458977635291192,85
4816,Gakuen 2,"Restricted, School",short,2,6.372857885205676,2217
6901,Battle Spirits: Shounen Gekiha Dan,"Action, Game, Shounen",medium,50,6.784125164297499,1135
11077,Hellsing: The Dawn,"Action, Horror, Seinen, Supernatural, Vampire",Special,3,7.196679464863236,40548
10659,Naruto Soyokazeden Movie: Naruto to Mashin to Mitsu no Onegai Dattebayo!!,"Action, Comedy, Martial Arts, Shounen, Super Power",long,1,7.47000993882159,25174
3054,La Seine no Hoshi,"Adventure, Drama, Historical, Shoujo",medium,39,7.112412270585213,964
4872,Goku Sayonara Zetsubou Sensei,"Comedy, Parody, School",short,3,7.158149440346679,40358
26223,Shin-chan ga Naita!,"Drama, Kids",short,1,7.0107054142750584,55
12343,Dirty Pair Flash 2,"Action, Adventure, Comedy, Ecchi, Police, Sci-Fi",short,5,6.2955004205723295,1539
32783,Happy Hour,Music,Music,1,5.086935686711736,69
30355,Wakaba*Girl,"Comedy, School, Slice of Life",medium,13,6.989120514272413,22773
32422,Doukyuusei,"Kids, Music",Music,1,5.0486047447488005,116
19905,"Dai-chan, Daisuki.","Drama, School, Slice of Life",long,1,7.411456991403249,91
2839,Ariel Visual,"Action, Comedy, Mecha, Sci-Fi",short,2,5.887401176405223,653
2714,Sotsugyou: Graduation,"Drama, School",short,2,6.218940267387315,548
24451,Kanojo ga Flag wo Oraretara OVA,"Comedy, Harem, Romance, School",short,1,7.118873920660741,10264
30831,Kono Subarashii Sekai ni Shukufuku wo!,"Adventure, Comedy, Fantasy, Supernatural",medium,10,7.061386302067349,244877
7770,Yutori-chan,"Comedy, Slice of Life",ONA,25,6.661902567035846,3516
3101,F-Zero: Falcon Densetsu,"Action, Adventure, Cars, Mecha, Sci-Fi, Shounen, Sports",medium,51,7.085764310708785,3863
28339,2005-nen Uchuu no Tabi,"Dementia, Sci-Fi, Space",Special,1,5.333471181349944,657
20243,Gatapishi,"Comedy, Slice of Life",medium,199,7.340854800621559,102
12755,Mahoutsukai Jiji,"Fantasy, Magic, Music",ONA,1,5.766011566399618,1039
7106,Ougon Senshi Gold Lightan,"Mecha, Sci-Fi",medium,52,6.300152486014536,287
22627,Santa-san to Tonakai Kuppi,"Fantasy, Kids",short,1,7.787013454687019,71
5277,Sekirei: Pure Engagement,"Action, Comedy, Ecchi, Harem, Super Power",medium,13,6.793842043603767,113911
2561,Captain Future,"Action, Adventure, Sci-Fi, Shounen",medium,52,6.871684208552834,1837
10501,Bannou Yasai Ninninman,"Comedy, Supernatural",long,1,6.6034530857257625,3612
25029,"Little Polar Bear: Shirokuma-kun, Fune ni Noru","Adventure, Fantasy, Kids",short,1,8.114157259660644,109
12337,Soukou Kihei Votoms Recaps,"Action, Drama, Mecha, Military, Sci-Fi",short,4,6.2468178972615025,358
9825,Tonari no Tokoro,Comedy,short,1,6.185580632627943,126
1647,Kakugo no Susume,"Action, Demons, Ecchi, Horror, Mecha, Sci-Fi, Super Power",short,2,6.241812323550907,4269
329,Planetes,"Drama, Romance, Sci-Fi, Seinen, Space",medium,26,7.530104382103234,105044
9043,Majuu Sensen,"Action, Fantasy",short,3,5.936145814845996,320
30411,Happy Jozy,Comedy,medium,Unknown,5.309714826619418,211
32010,"Eikoku Ikka, Nihon wo Taberu: English Ikka, Shougatsu wo Taberu","Comedy, Slice of Life",Special,1,6.183007414363402,95
1097,Lime-iro Senkitan,"Drama, Ecchi, Harem, Historical, Mecha, Supernatural",medium,13,6.559153054045469,6176
1253,Saint Seiya: Meiou Hades Meikai-hen,"Action, Adventure, Demons, Fantasy, Sci-Fi, Shounen, Super Power",short,12,7.356471573181869,21240
2637,Doraemon: It&#039;s Autumn!,"Adventure, Comedy, Fantasy, Kids, Shounen",Special,1,6.652204257523276,483
8520,Biriken,"Comedy, Kids",medium,32,6.890936024906722,102
11281,Keroro Gunsou: Mushakero Ohirome Sengoku Ranstar Dai Battle,"Action, Comedy, Mecha, Parody, Samurai, Shounen",Special,1,6.254800471581309,613
12375,Maki-chan to Nau.,Restricted,short,4,7.110757053259719,9650
3444,The Ultraman,"Action, Sci-Fi, Shounen, Space, Super Power",medium,50,6.827085548542275,737
2229,Dragon Quest: Dai no Daibouken,"Adventure, Comedy, Demons, Fantasy, Magic, Martial Arts, Shounen",medium,46,7.431939833590247,8999
1225,3x3 Eyes Seima Densetsu,"Action, Adventure, Demons, Fantasy, Horror, Romance",short,3,6.690885710427507,8892
3256,Soukou Kihei Votoms: Pailsen Files,"Mecha, Military, Sci-Fi, Space",short,12,6.810675500730496,2861
6366,Karuizawa Syndrome,"Action, Comedy, Drama, Slice of Life",short,1,6.3848794893284015,145
16259,Inferious Wakusei Senshi Gaiden Condition Green,"Action, Sci-Fi",short,6,6.545691116482086,116
33272,Nanocore: 2016 New Year Special,Music,Music,1,5.087599525419181,102
18389,Heisei Policemen!!,"Comedy, Police",ONA,6,4.884078259096995,147
30958,Daruma-chan,"Kids, Supernatural",short,5,6.791613203169223,42
2786,Bakegyamon,"Action, Game, Shounen",medium,51,6.825151652330486,1466
7550,Pokemon: Pikachu Tanken Club,"Adventure, Comedy, Fantasy, Kids",Special,1,6.761705879624845,3571
3565,U-Jin Brand,Restricted,short,1,5.428753294383612,535
909,Geneshaft,"Adventure, Mecha, Sci-Fi, Space",medium,13,6.782623938588591,8643
5314,Rokumon Tengai Mon Colle Knights Movie: Densetsu no Fire Dragon,"Adventure, Comedy, Fantasy",long,1,6.148500994060793,350
29744,Seishun Midnight Runners: Shiosai,Music,Music,1,5.0871972308601885,82
34514,Pokemon Generations,"Action, Adventure, Fantasy, Game, Kids",ONA,18,6.575012174255627,295
10716,Towa no Quon 5: Souzetsu no Raifuku,"Action, Super Power, Supernatural",long,1,7.188841664295433,18060
12951,AWOL,"Action, Military, Sci-Fi, Space",medium,12,5.921358163748825,293
211,Pure Mail,Restricted,short,2,6.330579251769808,1911
17961,Tetsuwan Atom: Chikyuu Saigo no Hi,"Mecha, Sci-Fi",long,1,5.710917829483726,280
18449,Mobile Suit Gundam Battlefield Record: Avant-Title,"Mecha, Sci-Fi, Space",ONA,1,5.49863600167544,1169
2033,Tamala 2010: A Punk Cat in Space,"Comedy, Dementia, Psychological, Sci-Fi",long,1,6.0356650746903995,3343
24045,Monster ni Natta Domerica,"Action, Fantasy",ONA,1,5.1625936585620416,146
1540,"Touch: Miss Lonely Yesterday - Are kara, Kimi wa...","Romance, Shounen, Sports",Special,1,6.764973449955541,1627
1092,Mobile Suit Gundam III: Encounters in Space,"Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space",long,1,7.546527250865186,11343
3644,Uchiyama Aki,Restricted,short,3,5.72661805719156,744
10760,Issunboushi,Drama,long,1,6.793545405092887,120
7844,The Place Where We Were,Dementia,long,1,4.361601436194908,195
4991,Wakakusa Monogatari,"Historical, Slice of Life",Special,1,6.03235134558896,373
21235,Log Horizon Recap,"Action, Adventure, Fantasy, Magic, Shounen",Special,1,7.269127977877383,10245
3636,Warau Kangofu The Animation,Restricted,short,2,6.513033874957381,3040
475,Hotori: Tada Saiwai wo Koinegau,"Drama, Sci-Fi",long,1,6.95346697202531,3701
1831,Iczer-Girl Iczelion,"Action, Adventure, Sci-Fi",short,2,6.052595486867306,1194
2086,NG Knight Ramune &amp; 40 DX: Wakuwaku Jikuu - Honoo no Daisousasen,"Adventure, Comedy, Fantasy, Shounen",short,3,6.215226550094002,421
13917,Star☆Jewel Gaiden: Natsumi Oblivion,"Restricted, Yuri",short,1,5.312672416131374,883
10470,God Eater Prologue,"Action, Fantasy, Military, Sci-Fi",Special,1,7.253158180881045,19414
2575,Don Chuck Monogatari,"Adventure, Kids, Slice of Life",medium,26,6.505039043763166,411
612,PetoPeto-san,"Comedy, Fantasy, Romance, School",medium,13,6.629579816529332,3956
3821,Portable Kuukou,"Music, Sci-Fi",Music,1,6.310082947161714,1515
5515,Wakusei Robo Danguard Ace: Uchuu Daikaisen,"Mecha, Sci-Fi",long,1,4.810282911206995,220
930,Densetsu Kyojin Ideon,"Drama, Mecha, Sci-Fi, Space",medium,39,7.32560379361431,5517
15579,Shinkai Densetsu Meremanoid,"Adventure, Fantasy",medium,24,6.3352813615217505,163
6658,Unko-san: Tsuiteru Hito ni Shika Mienai Yousei,"Comedy, Magic",medium,13,5.766779082941295,300
3734,Glass no Kamen: Sen no Kamen wo Motsu Shoujo,"Drama, Shoujo",short,3,6.3857520594525194,1248
6827,Suzume no Oyado,Fantasy,long,1,5.87588798080118,359
32826,Yuuki no Baton,Music,Music,1,5.731149051742722,549
5653,Mahou Shoujo Ai San: The Anime,"Demons, Restricted, School, Supernatural",short,3,6.225961457287161,1981
31977,Hanabi,"Drama, Music, Romance, Slice of Life",Music,1,5.552022086131435,162
21339,Psycho-Pass Movie,"Action, Military, Police, Sci-Fi",long,1,7.559153685083599,94677
4312,Hokuto no Ken: Toki-den,"Action, Martial Arts",short,1,6.312184699317072,3662
1782,Hyakki,"Restricted, Horror",short,3,5.737837836470616,1341
16818,Eunhahamdae Jiguho,"Action, Adventure, Kids, Sci-Fi, Space",long,1,6.6302841238395605,83
12781,Yoshimoto Muchikko Monogatari,Comedy,medium,47,6.99470510682546,88
31518,Honoo no Haramase Motto! Hatsuiku! Karada Sokutei 2,"Harem, Restricted, School",short,1,6.255452654387895,1729
1142,Hachimitsu to Clover II,"Drama, Josei, Romance",medium,12,7.193200520431757,61493
2513,Detective Conan OVA 03: Conan and Heiji and the Vanished Boy,"Adventure, Comedy, Mystery, Police, Shounen",short,1,7.550417602135308,8252
4591,Yoiko,"Comedy, School, Slice of Life",medium,20,6.672704048734292,2238
28115,Onigara,"Demons, Kids",short,1,6.323448777232841,64
32977,Aggressive Retsuko,"Comedy, Music",medium,Unknown,6.323662723224772,5465
7580,Ikkitousen: Xtreme Xecutor,"Action, Ecchi, Martial Arts, School, Super Power",medium,12,6.619848300422551,28260
34213,Getsuyoubi no Tawawa,Slice of Life,ONA,12,6.511957413555396,16663
6802,So Ra No Wo To,"Military, Music, Sci-Fi, Slice of Life",medium,12,6.926137331036541,84390
24809,Arigatou Kumanofu,Comedy,ONA,11,5.294293567163314,69
32644,Yaseruyagi,,ONA,1,5.065648974968751,30
15807,Ro-Kyu-Bu!: Tomoka no Ichigo Sundae,"Comedy, Ecchi, School, Sports",short,1,6.517437736608031,10122
33358,Mahou no Star Magical Emi: Finale! Finale!,"Comedy, Magic, Shoujo",short,1,6.154735126249024,107
3318,Kimi ga Nozomu Eien: Next Season,"Drama, Romance",short,4,7.0501989117728305,21064
27793,It Girl,Music,Music,1,5.8965078460174025,961
1925,Urusei Yatsura Movie 6: Itsudatte My Darling,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",long,1,6.874207396860395,2553
8227,Akuma-kun: Youkoso Akuma Land e!!,"Adventure, Fantasy, Horror, Magic, Supernatural",long,1,5.810612999231098,185
1026,Yakumo Tatsu,"Adventure, Historical, Horror, Shoujo, Supernatural",short,2,6.2918773060809325,2427
11981,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,"Drama, Magic, Psychological, Thriller",long,1,7.488464626334812,135735
2436,Angelium,Restricted,short,2,6.538847814762931,3395
3743,Murder,"Mystery, Parody, Vampire",long,1,5.659872483406966,963
29367,Jam the Housnail,"Adventure, Kids",medium,15,7.361931867456303,49
8525,Kami nomi zo Shiru Sekai,"Comedy, Harem, Romance, Shounen, Supernatural",medium,12,7.27784441845599,284846
15407,Magical Suite Prism Nana,Magic,short,7,6.708278916161296,6797
31344,K: Missing Kings - Manner Movie,Comedy,long,1,6.560520163227928,3235
3503,Kanokon,"Comedy, Ecchi, Harem, Romance, School, Shounen, Slice of Life, Supernatural",medium,12,7.121318997225903,122288
9857,Bakusou Kyoudai Let&#039;s &amp; Go Special,"Adventure, Cars, Shounen, Sports",Special,1,6.187549131633175,344
31109,Hatsukoi Monster,"Comedy, Romance, School, Shoujo",medium,12,6.930807744402965,37238
970,Yokoyama Mitsuteru Sangokushi,"Adventure, Historical",medium,47,7.0589848351660525,2849
1064,Mazinkaiser,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",short,7,6.991958554301329,4681
4689,Kaze no Toori Michi,Music,Music,1,6.45543563155098,1902
3757,Sekai Meisaku Douwa: Aladdin to Mahou no Lamp,"Adventure, Fantasy",long,1,6.092174432912264,573
8292,Seitokaichou Hikaru,Restricted,short,1,6.559570370526483,2772
524,Onegai☆Twins: Natsu wa Owaranai,"Comedy, Drama, Romance",short,1,7.123713426229851,22614
21041,Follow Me,"Drama, Music, Romance, Slice of Life",Music,1,6.49258031090874,1165
3633,Angel,"Comedy, Restricted, School",short,1,5.7324659785872925,1005
3320,Harbor Light Monogatari: Fashion Lala yori,Shoujo,short,1,5.8804072008097865,800
2524,Jungle de Ikou!,"Action, Adventure, Comedy, Ecchi, Magic",short,3,6.33592120172756,3185
27411,Ghost in the Shell (2015),"Action, Mecha, Police, Psychological, Sci-Fi",long,1,7.375012982374876,19872
20755,Ganbare! Lulu Lolo,"Kids, Slice of Life",medium,26,5.8464266302168735,134
9792,Licca-chan Fushigi na Fushigi na Yunia Monogatari,"Adventure, Kids",short,2,6.091838747065984,307
23177,Piano Specials,"Drama, Music, Romance, Shoujo, Slice of Life",Special,4,6.489816841920897,194
7953,Defend Love,"Adventure, Fantasy, Magic, Mecha, Music, Romance, Sci-Fi, Super Power, Supernatural",Music,1,6.106722042358888,1162
22411,Asa ga Kuru mae ni: Sasurai Version,"Music, Romance",Music,1,5.159655085878794,187
4492,Seisen Gakuin,Restricted,short,1,5.981091818466796,1628
28077,"Go! Go! 575: Meippai ni, Hajiketeru?",Slice of Life,Special,1,6.178541731601169,1628
4544,Wanghu Sim Cheong,Fantasy,long,1,5.792485512832216,302
34103,Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,"Action, Horror, Mystery, Psychological",Special,1,7.153150721128074,29969
22163,Natsu no Shisen 1942,Dementia,long,1,4.982861743163326,167
15875,Shin Kyojin no Hoshi,Sports,medium,52,6.0870624575209025,165
971,Astro Boy: Tetsuwan Atom,"Action, Adventure, Kids, Mecha, Sci-Fi, Shounen, Super Power",medium,50,7.205817565942367,9331
3182,Massugu ni Ikou. 2nd Season,"Comedy, Josei, Romance, Slice of Life",medium,5,6.259267620285094,904
13843,Wild Adapter,"Action, Drama, Mystery, Shoujo",short,2,6.576019704829274,5196
6462,Amefuri Kozou,"Fantasy, Supernatural",short,1,5.906884714957611,606
10643,Gintama: Dai Hanseikai,"Action, Comedy, Parody, Samurai",Special,1,7.072401360327226,14728
298,.hack//Tasogare no Udewa Densetsu,"Adventure, Comedy, Fantasy, Game, Sci-Fi, Shounen",medium,12,6.849979437850501,47679
3004,Saint Beast: Ikusen no Hiru to Yoru-hen,"Fantasy, Magic",short,2,6.398068817758942,2708
21201,Teekyuu 2 Specials,"Comedy, School, Shounen, Sports",Special,2,7.297558043365998,5666
586,Ayakashi: Japanese Classic Horror,"Fantasy, Historical, Horror",medium,11,6.519689482265274,34938
20365,Another: Misaki Mei - Shizuka ni,Music,Music,1,7.210574588972836,10775
29756,Sinbad: Soratobu Hime to Himitsu no Shima,Adventure,long,1,5.961826907711211,881
864,Mobile Suit Gundam Seed MSV Astray,"Mecha, Military, Sci-Fi, Shounen, Space",short,2,7.232097097862288,7336
9494,Soukyuu no Fafner: Arcadian Memory,"Action, Drama, Mecha, Military, Sci-Fi",short,2,6.639883956480204,1723
2983,Digital Devil Story: Megami Tensei,"Adventure, Demons, Drama, Fantasy, Horror, Mystery, Psychological, School, Supernatural",short,1,6.390558132459055,2660
28251,Uribyeol ilhowa ulrookso,"Comedy, Kids, Magic, Romance",long,1,5.985750860201739,283
30862,Yubi wo Nusunda Onna,,long,1,5.242514216625966,223
1856,Kimi ga Nozomu Eien: Ayu Mayu Gekijou,Comedy,ONA,7,6.053115198365681,4503
16397,Photokano,"Ecchi, Romance, School",medium,13,6.884045018253099,53319
31505,Go! Samurai,"Action, Samurai",ONA,1,5.541646280790333,108
